Date,Sensor01,Sensor02,Sensor03,Sensor04,Sensor05,Sensor06,Sensor07,Sensor08,Sensor09,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,Sensor26,Sensor27,Sensor28,Sensor29,Sensor30,Sensor31,Sensor32,Sensor33,Sensor34,Sensor35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/15,0.38,0.38,0.45,0.47,0.41,0.47,0.49,0.46,0.39,0.42,0.38,0.41,0.45,0.48,0.39,0.50,0.47,0.49,0.45,0.46,0.47,0.46,0.44,0.35,0.49,0.37,0.41,0.49,0.40,0.46,0.48,0.48,0.45,0.50,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/15,0.37,0.37,0.45,0.47,0.41,0.48,0.48,0.46,0.38,0.42,0.36,0.41,0.45,0.48,0.38,0.50,0.46,0.49,0.46,0.45,0.50,0.46,0.44,0.36,0.48,0.36,0.40,0.49,0.40,0.45,0.48,0.48,0.45,0.50,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/15,0.36,0.36,0.44,0.47,0.41,0.48,0.47,0.46,0.38,0.41,0.36,0.41,0.45,0.47,0.37,0.50,0.46,0.49,0.46,0.45,0.49,0.46,0.43,0.35,0.48,0.36,0.40,0.48,0.38,0.45,0.48,0.48,0.44,0.48,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/15,0.35,0.35,0.43,0.47,0.41,0.47,0.47,0.45,0.38,0.41,0.35,0.41,0.44,0.47,0.36,0.50,0.46,0.49,0.45,0.45,0.49,0.45,0.43,0.34,0.48,0.35,0.39,0.47,0.37,0.45,0.47,0.47,0.43,0.46,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/15,0.34,0.34,0.43,0.46,0.41,0.47,0.46,0.45,0.38,0.41,0.34,0.41,0.45,0.47,0.35,0.50,0.46,0.48,0.45,0.45,0.51,0.45,0.43,0.34,0.47,0.35,0.39,0.47,0.35,0.44,0.47,0.47,0.43,0.45,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/15,0.34,0.34,0.43,0.47,0.41,0.48,0.46,0.45,0.38,0.41,0.34,0.41,0.45,0.47,0.36,0.50,0.46,0.49,0.45,0.45,0.52,0.45,0.43,0.34,0.47,0.34,0.41,0.48,0.31,0.44,0.48,0.48,0.44,0.45,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/15,0.33,0.34,0.44,0.47,0.41,0.48,0.46,0.45,0.39,0.42,0.34,0.41,0.45,0.47,0.36,0.51,0.47,0.49,0.45,0.45,0.52,0.45,0.43,0.35,0.47,0.33,0.40,0.48,0.29,0.44,0.49,0.48,0.44,0.47,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/15,0.32,0.34,0.44,0.47,0.41,0.48,0.45,0.45,0.38,0.42,0.33,0.41,0.45,0.47,0.35,0.51,0.47,0.49,0.45,0.45,0.51,0.45,0.43,0.35,0.47,0.32,0.39,0.47,0.29,0.43,0.49,0.48,0.44,0.46,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/15,0.32,0.32,0.45,0.48,0.41,0.49,0.45,0.45,0.39,0.43,0.32,0.41,0.46,0.47,0.34,0.51,0.47,0.49,0.46,0.45,0.52,0.44,0.42,0.36,0.47,0.32,0.39,0.48,0.28,0.43,0.49,0.49,0.44,0.49,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/15,0.31,0.31,0.45,0.47,0.41,0.48,0.44,0.45,0.37,0.41,0.31,0.41,0.45,0.46,0.33,0.50,0.47,0.48,0.45,0.44,0.50,0.44,0.42,0.34,0.46,0.31,0.37,0.47,0.28,0.42,0.48,0.48,0.44,0.47,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/15,0.30,0.29,0.43,0.46,0.40,0.47,0.43,0.44,0.36,0.40,0.29,0.41,0.44,0.46,0.32,0.50,0.46,0.48,0.45,0.44,0.48,0.44,0.41,0.33,0.46,0.29,0.36,0.46,0.28,0.42,0.47,0.48,0.43,0.46,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/15,0.29,0.27,0.42,0.46,0.39,0.47,0.42,0.43,0.36,0.38,0.29,0.41,0.44,0.45,0.31,0.49,0.45,0.47,0.44,0.43,0.47,0.44,0.40,0.32,0.45,0.29,0.35,0.46,0.27,0.41,0.47,0.47,0.42,0.45,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/15,0.38,0.37,0.47,0.45,0.43,0.49,0.48,0.47,0.41,0.44,0.34,0.42,0.47,0.49,0.40,0.51,0.49,0.50,0.47,0.47,0.47,0.44,0.45,0.37,0.50,0.38,0.43,0.49,0.32,0.43,0.49,0.50,0.46,0.49,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/15,0.35,0.36,0.46,0.43,0.41,0.48,0.46,0.46,0.39,0.42,0.32,0.42,0.45,0.47,0.37,0.50,0.48,0.49,0.46,0.46,0.47,0.44,0.44,0.36,0.49,0.36,0.41,0.48,0.31,0.43,0.48,0.49,0.45,0.47,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/15,0.32,0.34,0.45,0.42,0.41,0.47,0.44,0.46,0.38,0.40,0.31,0.42,0.44,0.46,0.34,0.49,0.47,0.47,0.45,0.45,0.47,0.44,0.43,0.34,0.48,0.34,0.38,0.46,0.30,0.42,0.47,0.48,0.44,0.46,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/15,0.30,0.33,0.44,0.42,0.41,0.48,0.43,0.45,0.38,0.41,0.30,0.42,0.44,0.46,0.33,0.50,0.47,0.46,0.45,0.45,0.49,0.44,0.42,0.34,0.48,0.34,0.38,0.46,0.29,0.42,0.47,0.47,0.44,0.47,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/15,0.29,0.32,0.43,0.41,0.40,0.48,0.42,0.45,0.37,0.40,0.29,0.42,0.44,0.46,0.32,0.50,0.46,0.46,0.45,0.44,0.50,0.44,0.42,0.33,0.47,0.33,0.37,0.46,0.28,0.41,0.47,0.47,0.43,0.46,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/15,0.29,0.31,0.43,0.41,0.40,0.48,0.42,0.45,0.37,0.40,0.29,0.42,0.45,0.46,0.32,0.50,0.46,0.47,0.45,0.44,0.50,0.44,0.42,0.33,0.47,0.33,0.37,0.46,0.28,0.41,0.47,0.48,0.43,0.47,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/15,0.36,0.36,0.47,0.44,0.43,0.49,0.46,0.48,0.41,0.44,0.33,0.43,0.48,0.49,0.39,0.51,0.49,0.50,0.47,0.46,0.49,0.44,0.45,0.37,0.50,0.39,0.42,0.50,0.30,0.44,0.49,0.50,0.46,0.50,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/15,0.43,0.43,0.49,0.46,0.44,0.50,0.51,0.49,0.45,0.46,0.40,0.44,0.49,0.51,0.45,0.52,0.51,0.51,0.48,0.49,0.49,0.47,0.48,0.40,0.51,0.43,0.47,0.52,0.36,0.47,0.50,0.51,0.47,0.52,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/15,0.42,0.41,0.48,0.46,0.44,0.50,0.50,0.49,0.43,0.44,0.41,0.44,0.48,0.50,0.44,0.51,0.50,0.50,0.48,0.48,0.51,0.47,0.47,0.38,0.51,0.41,0.45,0.51,0.36,0.47,0.49,0.50,0.47,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/15,0.40,0.39,0.47,0.44,0.42,0.49,0.48,0.48,0.41,0.42,0.37,0.43,0.46,0.48,0.42,0.50,0.49,0.49,0.47,0.47,0.47,0.47,0.46,0.37,0.50,0.38,0.43,0.49,0.33,0.46,0.48,0.49,0.45,0.50,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/15,0.41,0.39,0.47,0.44,0.42,0.49,0.49,0.48,0.41,0.43,0.36,0.43,0.47,0.49,0.41,0.51,0.49,0.49,0.47,0.46,0.43,0.47,0.45,0.39,0.50,0.38,0.41,0.50,0.32,0.45,0.49,0.49,0.46,0.50,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/15,0.39,0.38,0.46,0.43,0.41,0.48,0.48,0.47,0.40,0.42,0.34,0.42,0.45,0.48,0.39,0.50,0.48,0.48,0.47,0.46,0.41,0.46,0.45,0.39,0.50,0.36,0.39,0.48,0.32,0.45,0.48,0.49,0.45,0.49,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/15,0.43,0.41,0.48,0.45,0.43,0.50,0.51,0.49,0.43,0.44,0.39,0.44,0.48,0.50,0.44,0.51,0.50,0.51,0.48,0.48,0.43,0.47,0.47,0.42,0.49,0.41,0.45,0.51,0.35,0.46,0.49,0.50,0.47,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/15,0.44,0.41,0.49,0.46,0.44,0.50,0.51,0.49,0.44,0.44,0.41,0.44,0.48,0.50,0.45,0.51,0.50,0.51,0.48,0.48,0.47,0.47,0.47,0.42,0.51,0.41,0.45,0.52,0.35,0.47,0.49,0.50,0.47,0.51,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/15,0.44,0.41,0.49,0.46,0.44,0.50,0.51,0.49,0.44,0.44,0.41,0.44,0.48,0.50,0.45,0.51,0.50,0.51,0.48,0.48,0.43,0.48,0.48,0.43,0.51,0.42,0.45,0.52,0.36,0.47,0.50,0.51,0.47,0.52,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/15,0.43,0.41,0.48,0.45,0.43,0.50,0.51,0.49,0.43,0.44,0.40,0.43,0.48,0.50,0.44,0.51,0.50,0.50,0.48,0.48,0.47,0.48,0.47,0.42,0.51,0.40,0.45,0.51,0.35,0.46,0.49,0.50,0.46,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/15,0.43,0.40,0.48,0.45,0.42,0.49,0.50,0.49,0.42,0.44,0.39,0.43,0.47,0.49,0.43,0.51,0.50,0.50,0.48,0.47,0.47,0.47,0.46,0.42,0.51,0.39,0.43,0.50,0.33,0.46,0.49,0.50,0.46,0.51,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/15,0.40,0.39,0.47,0.44,0.42,0.49,0.48,0.48,0.41,0.43,0.37,0.42,0.46,0.48,0.41,0.51,0.49,0.49,0.47,0.46,0.50,0.46,0.46,0.41,0.50,0.38,0.42,0.49,0.32,0.46,0.48,0.49,0.45,0.50,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/15,0.41,0.39,0.48,0.45,0.43,0.50,0.49,0.48,0.41,0.44,0.36,0.43,0.47,0.49,0.42,0.51,0.49,0.49,0.47,0.46,0.50,0.45,0.46,0.41,0.51,0.40,0.42,0.50,0.31,0.46,0.49,0.50,0.46,0.50,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/15,0.44,0.41,0.49,0.46,0.44,0.50,0.51,0.49,0.44,0.45,0.38,0.43,0.48,0.50,0.43,0.52,0.50,0.50,0.48,0.47,0.51,0.45,0.47,0.43,0.51,0.42,0.44,0.52,0.31,0.46,0.49,0.50,0.47,0.52,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/15,0.44,0.41,0.50,0.46,0.44,0.50,0.51,0.49,0.44,0.45,0.41,0.43,0.49,0.50,0.44,0.51,0.50,0.51,0.48,0.48,0.51,0.46,0.47,0.43,0.51,0.42,0.46,0.52,0.32,0.47,0.49,0.50,0.47,0.52,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/15,0.44,0.41,0.50,0.46,0.44,0.50,0.51,0.49,0.43,0.45,0.40,0.43,0.48,0.50,0.44,0.51,0.50,0.50,0.48,0.48,0.51,0.46,0.47,0.43,0.51,0.41,0.45,0.52,0.32,0.47,0.49,0.50,0.47,0.52,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/15,0.45,0.42,0.50,0.47,0.45,0.50,0.52,0.50,0.44,0.45,0.42,0.44,0.49,0.51,0.45,0.52,0.51,0.51,0.48,0.48,0.51,0.46,0.47,0.44,0.51,0.41,0.46,0.52,0.32,0.47,0.49,0.51,0.47,0.52,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/15,0.46,0.43,0.51,0.48,0.45,0.50,0.52,0.50,0.44,0.46,0.44,0.44,0.49,0.51,0.46,0.51,0.51,0.51,0.49,0.49,0.51,0.48,0.48,0.44,0.51,0.42,0.46,0.52,0.37,0.48,0.50,0.51,0.47,0.52,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/15,0.44,0.41,0.49,0.46,0.44,0.50,0.51,0.49,0.43,0.45,0.42,0.43,0.48,0.50,0.44,0.51,0.50,0.50,0.48,0.47,0.51,0.46,0.47,0.43,0.51,0.40,0.44,0.51,0.36,0.47,0.49,0.50,0.46,0.52,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/15,0.43,0.40,0.49,0.46,0.44,0.49,0.50,0.48,0.42,0.44,0.40,0.43,0.47,0.49,0.43,0.51,0.49,0.49,0.47,0.47,0.50,0.46,0.46,0.42,0.50,0.39,0.43,0.50,0.34,0.47,0.49,0.49,0.46,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/15,0.42,0.40,0.48,0.45,0.44,0.50,0.50,0.48,0.42,0.44,0.39,0.43,0.47,0.49,0.42,0.51,0.49,0.49,0.47,0.46,0.49,0.46,0.46,0.42,0.50,0.39,0.42,0.50,0.33,0.47,0.49,0.49,0.46,0.51,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/15,0.43,0.40,0.48,0.46,0.44,0.50,0.51,0.48,0.42,0.44,0.39,0.43,0.47,0.50,0.42,0.51,0.49,0.49,0.47,0.47,0.49,0.45,0.46,0.43,0.50,0.39,0.43,0.51,0.32,0.47,0.49,0.50,0.46,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/15,0.45,0.42,0.50,0.46,0.44,0.51,0.52,0.49,0.44,0.45,0.41,0.43,0.49,0.50,0.42,0.51,0.50,0.50,0.48,0.47,0.49,0.45,0.47,0.43,0.51,0.41,0.44,0.52,0.32,0.47,0.49,0.50,0.47,0.52,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/15,0.46,0.42,0.50,0.47,0.44,0.51,0.52,0.50,0.44,0.45,0.42,0.44,0.49,0.51,0.45,0.52,0.51,0.51,0.48,0.48,0.49,0.46,0.47,0.44,0.52,0.42,0.46,0.52,0.33,0.47,0.49,0.51,0.47,0.52,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/15,0.47,0.42,0.50,0.47,0.44,0.51,0.52,0.50,0.44,0.46,0.43,0.44,0.49,0.51,0.46,0.52,0.51,0.51,0.48,0.49,0.49,0.46,0.47,0.44,0.51,0.42,0.46,0.52,0.34,0.48,0.50,0.51,0.48,0.52,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/15,0.47,0.42,0.50,0.47,0.44,0.51,0.52,0.50,0.44,0.46,0.43,0.44,0.49,0.51,0.46,0.51,0.51,0.51,0.48,0.49,0.49,0.47,0.47,0.44,0.51,0.42,0.46,0.52,0.36,0.48,0.49,0.51,0.47,0.52,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/15,0.47,0.42,0.51,0.47,0.44,0.51,0.52,0.49,0.43,0.45,0.43,0.43,0.49,0.51,0.46,0.52,0.51,0.50,0.48,0.48,0.51,0.47,0.47,0.44,0.51,0.42,0.45,0.52,0.35,0.48,0.49,0.51,0.47,0.52,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/15,0.46,0.42,0.50,0.46,0.44,0.50,0.52,0.49,0.43,0.45,0.42,0.43,0.48,0.50,0.46,0.51,0.50,0.50,0.48,0.48,0.51,0.47,0.47,0.43,0.51,0.40,0.45,0.52,0.35,0.48,0.49,0.50,0.47,0.52,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/15,0.45,0.41,0.49,0.45,0.43,0.50,0.51,0.48,0.42,0.44,0.41,0.43,0.47,0.50,0.45,0.51,0.50,0.50,0.47,0.47,0.50,0.46,0.46,0.43,0.51,0.40,0.44,0.51,0.34,0.47,0.49,0.50,0.46,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/15,0.45,0.41,0.50,0.46,0.43,0.52,0.52,0.47,0.42,0.45,0.41,0.43,0.49,0.50,0.45,0.51,0.50,0.50,0.48,0.47,0.51,0.46,0.46,0.43,0.51,0.40,0.44,0.51,0.34,0.47,0.49,0.50,0.46,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/15,0.44,0.41,0.49,0.46,0.43,0.51,0.52,0.41,0.42,0.44,0.47,0.43,0.48,0.51,0.45,0.51,0.50,0.50,0.47,0.47,0.52,0.39,0.46,0.43,0.51,0.44,0.43,0.51,0.34,0.47,0.49,0.50,0.46,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/15,0.43,0.40,0.48,0.46,0.42,0.51,0.52,0.39,0.41,0.44,0.48,0.42,0.47,0.52,0.43,0.51,0.49,0.49,0.47,0.46,0.52,0.38,0.46,0.42,0.50,0.45,0.39,0.51,0.33,0.47,0.48,0.49,0.45,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/15,0.44,0.41,0.48,0.46,0.42,0.51,0.51,0.38,0.40,0.44,0.48,0.42,0.47,0.52,0.42,0.51,0.49,0.49,0.47,0.46,0.52,0.38,0.45,0.43,0.51,0.45,0.39,0.51,0.32,0.47,0.48,0.50,0.46,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/15,0.42,0.40,0.46,0.46,0.42,0.51,0.49,0.37,0.40,0.43,0.48,0.42,0.47,0.52,0.40,0.50,0.48,0.49,0.47,0.46,0.51,0.37,0.44,0.42,0.50,0.44,0.39,0.52,0.30,0.46,0.48,0.49,0.45,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/15,0.40,0.40,0.45,0.45,0.41,0.50,0.48,0.36,0.39,0.42,0.47,0.42,0.46,0.52,0.38,0.50,0.47,0.48,0.46,0.45,0.50,0.36,0.44,0.41,0.50,0.44,0.38,0.51,0.29,0.45,0.48,0.48,0.44,0.49,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/15,0.38,0.39,0.43,0.51,0.40,0.50,0.48,0.34,0.38,0.42,0.46,0.42,0.45,0.51,0.37,0.50,0.46,0.48,0.46,0.45,0.50,0.36,0.43,0.41,0.49,0.43,0.37,0.51,0.28,0.45,0.47,0.48,0.44,0.48,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/15,0.36,0.39,0.43,0.52,0.40,0.50,0.48,0.34,0.38,0.42,0.46,0.42,0.46,0.51,0.36,0.50,0.46,0.48,0.46,0.45,0.50,0.35,0.43,0.40,0.49,0.43,0.37,0.51,0.27,0.44,0.47,0.47,0.44,0.49,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/15,0.34,0.39,0.41,0.51,0.39,0.49,0.48,0.33,0.37,0.41,0.45,0.41,0.45,0.50,0.34,0.49,0.45,0.47,0.46,0.45,0.49,0.34,0.42,0.39,0.48,0.43,0.37,0.51,0.26,0.43,0.47,0.46,0.43,0.48,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/15,0.33,0.39,0.41,0.51,0.38,0.49,0.48,0.31,0.37,0.40,0.45,0.42,0.44,0.51,0.33,0.49,0.44,0.47,0.46,0.45,0.49,0.33,0.41,0.38,0.48,0.42,0.36,0.51,0.26,0.42,0.47,0.46,0.42,0.48,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/15,0.31,0.39,0.39,0.50,0.36,0.48,0.47,0.30,0.35,0.38,0.44,0.42,0.42,0.50,0.31,0.48,0.42,0.46,0.45,0.44,0.49,0.31,0.40,0.36,0.47,0.42,0.35,0.51,0.25,0.42,0.46,0.45,0.41,0.46,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/15,0.30,0.39,0.39,0.50,0.37,0.49,0.48,0.29,0.36,0.39,0.44,0.42,0.43,0.50,0.30,0.49,0.42,0.46,0.45,0.43,0.49,0.31,0.40,0.35,0.46,0.42,0.35,0.51,0.24,0.41,0.47,0.45,0.42,0.47,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/15,0.30,0.39,0.40,0.51,0.39,0.50,0.48,0.29,0.37,0.41,0.45,0.43,0.45,0.50,0.31,0.50,0.41,0.46,0.45,0.44,0.50,0.33,0.40,0.36,0.47,0.41,0.35,0.52,0.24,0.40,0.47,0.46,0.44,0.48,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/15,0.29,0.37,0.38,0.50,0.37,0.49,0.47,0.27,0.36,0.39,0.44,0.42,0.44,0.50,0.29,0.49,0.41,0.45,0.45,0.43,0.49,0.30,0.39,0.34,0.45,0.41,0.34,0.52,0.23,0.40,0.46,0.44,0.42,0.46,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/15,0.27,0.35,0.36,0.49,0.34,0.48,0.45,0.26,0.34,0.37,0.43,0.42,0.41,0.50,0.28,0.48,0.39,0.45,0.45,0.42,0.48,0.28,0.38,0.32,0.44,0.41,0.33,0.52,0.23,0.39,0.45,0.43,0.40,0.45,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/15,0.26,0.33,0.35,0.48,0.32,0.47,0.44,0.25,0.33,0.35,0.41,0.41,0.39,0.49,0.27,0.47,0.38,0.44,0.44,0.41,0.47,0.27,0.37,0.31,0.42,0.40,0.33,0.51,0.22,0.38,0.44,0.42,0.38,0.43,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/15,0.26,0.32,0.34,0.47,0.32,0.46,0.44,0.24,0.32,0.35,0.41,0.41,0.38,0.49,0.27,0.46,0.37,0.43,0.44,0.40,0.47,0.25,0.36,0.30,0.41,0.40,0.32,0.51,0.22,0.37,0.44,0.41,0.38,0.42,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,0.28,0.33,0.37,0.49,0.38,0.49,0.47,0.25,0.34,0.39,0.42,0.41,0.43,0.51,0.32,0.48,0.40,0.46,0.45,0.41,0.49,0.30,0.39,0.33,0.44,0.40,0.37,0.51,0.22,0.37,0.47,0.44,0.42,0.46,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/15,0.35,0.41,0.44,0.51,0.42,0.51,0.50,0.30,0.40,0.43,0.47,0.43,0.47,0.51,0.39,0.50,0.46,0.49,0.47,0.46,0.51,0.38,0.44,0.39,0.49,0.41,0.41,0.51,0.25,0.40,0.48,0.47,0.45,0.49,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/15,0.31,0.39,0.42,0.51,0.40,0.50,0.49,0.29,0.38,0.41,0.45,0.43,0.46,0.51,0.35,0.49,0.44,0.48,0.46,0.45,0.50,0.34,0.43,0.37,0.48,0.41,0.39,0.51,0.23,0.39,0.47,0.46,0.43,0.48,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,0.40,0.43,0.46,0.51,0.43,0.51,0.49,0.33,0.41,0.44,0.48,0.44,0.48,0.51,0.41,0.50,0.47,0.50,0.48,0.48,0.51,0.39,0.45,0.41,0.50,0.41,0.42,0.51,0.26,0.40,0.49,0.48,0.46,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/15,0.40,0.42,0.47,0.51,0.43,0.52,0.51,0.34,0.41,0.44,0.48,0.45,0.48,0.52,0.41,0.51,0.47,0.50,0.48,0.48,0.51,0.39,0.45,0.41,0.50,0.41,0.42,0.51,0.25,0.40,0.49,0.48,0.46,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/15,0.37,0.41,0.46,0.51,0.42,0.51,0.50,0.33,0.40,0.43,0.47,0.44,0.47,0.51,0.39,0.50,0.47,0.49,0.47,0.47,0.51,0.37,0.44,0.39,0.49,0.41,0.40,0.51,0.25,0.40,0.48,0.47,0.45,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/15,0.35,0.42,0.47,0.51,0.44,0.52,0.51,0.33,0.41,0.45,0.48,0.44,0.48,0.52,0.39,0.51,0.47,0.49,0.48,0.47,0.51,0.38,0.45,0.41,0.50,0.41,0.41,0.51,0.24,0.39,0.49,0.48,0.46,0.51,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
