Date,contday,TRANSECT,LOCATION,O2,O2PCT,Moisture,Moisturepct,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,2,2,0.20,19.91,0.38,38.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,2,3,0.19,18.70,0.42,41.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,2,4,0.18,18.25,0.36,35.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,2,5,0.18,17.95,0.41,40.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,2,6,0.15,14.71,0.46,45.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,2,7,0.01,1.06,0.53,52.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,3,1,0.19,18.59,0.35,34.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,3,2,0.19,18.71,0.44,44.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,3,3,0.18,18.01,0.46,45.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,3,4,0.18,17.93,0.48,47.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,3,5,0.18,17.98,0.45,45.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,3,6,0.17,17.13,0.45,44.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,3,7,0.01,1.06,0.52,52.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,4,1,0.18,18.46,0.44,44.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,4,2,0.19,18.56,0.44,43.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,4,3,0.19,18.95,0.35,34.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,4,4,0.18,18.10,0.48,47.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,4,5,0.18,18.30,0.35,35.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,4,6,0.16,16.12,0.41,40.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,4,7,0.09,8.82,0.51,51.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,5,1,0.20,20.25,0.39,38.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,5,2,0.19,18.68,0.42,42.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,5,3,0.17,16.79,0.48,47.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,5,4,0.17,17.16,0.48,48.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,5,5,0.15,14.72,0.45,44.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,5,6,0.13,12.58,0.50,50.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/15,50,5,7,0.01,1.14,0.52,52.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,1,1,0.18,18.47,0.34,33.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,1,2,0.19,18.74,0.28,27.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,1,3,0.18,17.99,0.43,42.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,1,4,0.16,16.02,0.50,49.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,1,5,0.17,17.20,0.41,41.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,1,6,0.12,12.29,0.50,49.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,1,7,0.01,0.77,0.51,51.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,2,1,0.19,18.64,0.46,45.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,2,2,0.20,20.06,0.39,38.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,2,3,0.19,18.94,0.42,42.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,2,4,0.18,18.45,0.36,35.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,2,5,0.19,19.00,0.41,40.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,2,6,0.15,14.83,0.46,46.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,2,7,0.01,1.06,0.53,52.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,3,1,0.19,18.63,0.34,34.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,3,2,0.19,18.76,0.44,44.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,3,3,0.18,18.11,0.46,45.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,3,4,0.18,17.93,0.48,47.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,3,5,0.18,18.37,0.45,45.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,3,6,0.18,17.54,0.45,44.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,3,7,0.01,1.06,0.53,52.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,4,1,0.18,18.47,0.44,44.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,4,2,0.19,18.50,0.44,44.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,4,3,0.19,18.99,0.35,34.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,4,4,0.18,18.09,0.48,47.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,4,5,0.19,18.95,0.35,35.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,4,6,0.16,15.87,0.41,41.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,4,7,0.06,6.36,0.51,51.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,5,1,0.20,20.18,0.39,38.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,5,2,0.19,18.70,0.42,42.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,5,3,0.17,16.86,0.48,47.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,5,4,0.18,17.83,0.48,48.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,5,5,0.15,14.94,0.45,44.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,5,6,0.12,12.19,0.51,51.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,51,5,7,0.01,1.14,0.53,52.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,1,1,0.19,18.56,0.33,32.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,1,2,0.19,18.80,0.27,27.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,1,3,0.18,17.98,0.43,42.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,1,4,0.16,15.89,0.50,49.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,1,5,0.17,17.36,0.41,41.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,1,6,0.13,12.75,0.50,49.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,1,7,0.01,0.60,0.51,51.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,2,1,0.19,18.69,0.46,45.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,2,2,0.20,20.09,0.39,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,2,3,0.19,18.95,0.42,42.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,2,4,0.19,18.61,0.35,34.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,2,5,0.19,18.99,0.41,40.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,2,6,0.15,14.91,0.46,46.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,2,7,0.01,1.06,0.53,52.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,3,1,0.19,18.67,0.34,33.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,3,2,0.19,18.81,0.44,44.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,3,3,0.18,18.11,0.45,45.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,3,4,0.18,17.97,0.48,47.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,3,5,0.18,18.40,0.45,45.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,3,6,0.18,17.59,0.45,44.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,3,7,0.01,1.06,0.52,52.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,4,1,0.19,18.53,0.44,43.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,4,2,0.19,18.55,0.44,44.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,4,3,0.19,19.00,0.34,34.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,4,4,0.18,18.05,0.48,47.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,4,5,0.19,18.92,0.35,34.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,4,6,0.16,16.09,0.41,41.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,4,7,0.06,5.60,0.51,51.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,5,1,0.20,20.25,0.39,38.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,5,2,0.19,18.74,0.42,42.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,5,3,0.17,16.89,0.48,47.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,5,4,0.18,17.79,0.48,47.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,5,5,0.15,14.93,0.45,44.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,5,6,0.12,12.32,0.51,50.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/15,52,5,7,0.01,1.14,0.52,52.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,1,1,0.19,18.63,0.35,35.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,1,2,0.19,18.76,0.27,27.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,1,3,0.18,17.71,0.44,43.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,1,4,0.16,15.62,0.50,49.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,1,5,0.18,17.59,0.42,41.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,1,6,0.13,12.96,0.50,49.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,1,7,0.00,0.41,0.51,51.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,2,1,0.19,18.67,0.46,45.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,2,2,0.20,20.00,0.40,40.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,2,3,0.19,18.74,0.43,42.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,2,4,0.19,18.62,0.34,34.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,2,5,0.18,18.21,0.41,41.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,2,6,0.15,14.79,0.47,46.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,2,7,0.01,1.06,0.53,52.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,3,1,0.19,18.68,0.34,33.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,3,2,0.19,18.72,0.44,44.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,3,3,0.18,18.06,0.47,46.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,3,4,0.18,17.93,0.49,48.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,3,5,0.18,18.20,0.46,46.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,3,6,0.17,17.16,0.45,44.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,3,7,0.01,1.06,0.52,52.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,4,1,0.19,18.55,0.44,43.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,4,2,0.19,18.53,0.45,44.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,4,3,0.19,18.93,0.35,35.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,4,4,0.18,17.78,0.48,48.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,4,5,0.19,18.68,0.36,36.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,4,6,0.16,15.72,0.41,41.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,4,7,0.06,6.02,0.51,51.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,5,1,0.20,20.21,0.40,39.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,5,2,0.19,18.70,0.43,42.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,5,3,0.17,16.89,0.48,48.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,5,4,0.17,17.38,0.49,48.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,5,5,0.15,14.58,0.45,45.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,5,6,0.14,13.68,0.51,51.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/15,53,5,7,0.01,1.14,0.52,52.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,1,1,0.18,18.19,0.40,40.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,1,2,0.19,18.58,0.29,28.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,1,3,0.17,17.36,0.46,46.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,1,4,0.15,15.44,0.51,50.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,1,5,0.18,17.68,0.43,42.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,1,6,0.12,11.99,0.50,50.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,1,7,0.00,0.24,0.52,52.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,2,1,0.18,18.50,0.47,46.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,2,2,0.20,19.91,0.42,42.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,2,3,0.18,18.44,0.44,43.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,2,4,0.19,18.59,0.35,34.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,2,5,0.18,18.26,0.42,41.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,2,6,0.14,13.75,0.48,47.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,2,7,0.01,1.06,0.53,52.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,3,1,0.19,18.57,0.34,34.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,3,2,0.18,18.41,0.45,44.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,3,3,0.18,17.97,0.48,48.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,3,4,0.18,17.94,0.50,49.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,3,5,0.18,17.99,0.47,47.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,3,6,0.17,16.75,0.46,46.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,3,7,0.01,1.06,0.52,52.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,4,1,0.18,18.31,0.44,43.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,4,2,0.18,18.35,0.46,46.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,4,3,0.19,18.69,0.37,36.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,4,4,0.17,16.88,0.50,49.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,4,5,0.19,18.56,0.39,38.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,4,6,0.14,13.98,0.43,42.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,4,7,0.07,6.64,0.52,51.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,5,1,0.20,20.17,0.41,40.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,5,2,0.19,18.64,0.43,43.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,5,3,0.17,16.58,0.49,48.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,5,4,0.18,17.51,0.50,49.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,5,5,0.14,13.69,0.46,46.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,5,6,0.13,13.42,0.52,51.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,54,5,7,0.01,1.14,0.52,52.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,1,1,0.18,18.41,0.38,38.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,1,2,0.19,18.51,0.28,28.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,1,3,0.17,17.21,0.46,46.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,1,4,0.15,15.26,0.51,50.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,1,5,0.18,17.51,0.42,42.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,1,6,0.12,11.75,0.50,50.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,1,7,0.00,0.06,0.52,51.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,2,1,0.19,18.52,0.46,46.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,2,2,0.20,19.71,0.41,40.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,2,3,0.18,18.36,0.43,43.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,2,4,0.19,18.56,0.34,34.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,2,5,0.17,17.41,0.42,41.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,2,6,0.13,13.44,0.47,46.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,2,7,0.01,1.06,0.53,52.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,3,1,0.19,18.52,0.33,32.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,3,2,0.18,18.35,0.45,44.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,3,3,0.18,17.81,0.48,47.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,3,4,0.18,17.88,0.49,49.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,3,5,0.18,17.94,0.46,46.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,3,6,0.16,16.42,0.46,45.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,3,7,0.01,1.06,0.52,52.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,4,1,0.18,18.37,0.43,43.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,4,2,0.18,18.29,0.46,45.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,4,3,0.19,18.59,0.36,35.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,4,4,0.17,17.18,0.49,49.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,4,5,0.18,18.35,0.37,37.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,4,6,0.14,14.28,0.42,42.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,4,7,0.06,6.28,0.52,51.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,5,1,0.20,20.12,0.40,40.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,5,2,0.19,18.52,0.43,43.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,5,3,0.17,16.51,0.49,48.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,5,4,0.17,17.25,0.49,48.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,5,5,0.14,14.01,0.46,45.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,5,6,0.14,13.88,0.51,51.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/15,55,5,7,0.01,1.14,0.52,51.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,1,1,0.19,18.53,0.36,36.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,1,2,0.18,18.47,0.28,27.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,1,3,0.17,17.19,0.46,45.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,1,4,0.15,15.08,0.51,50.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,1,5,0.17,17.33,0.42,41.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,1,6,0.12,11.53,0.50,50.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,1,7,0.00,0.11,0.52,51.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,2,1,0.19,18.53,0.46,45.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,2,2,0.19,19.46,0.40,40.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,2,3,0.18,18.13,0.43,43.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,2,4,0.19,18.56,0.34,33.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,2,5,0.17,16.92,0.41,41.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,2,6,0.13,13.27,0.47,46.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,2,7,0.01,1.06,0.53,52.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,3,1,0.19,18.52,0.30,30.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,3,2,0.18,18.28,0.45,44.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,3,3,0.18,17.71,0.47,47.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,3,4,0.18,17.85,0.49,48.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,3,5,0.18,17.53,0.46,46.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,3,6,0.16,16.17,0.45,45.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,3,7,0.01,1.06,0.52,51.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,4,1,0.18,18.42,0.43,42.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,4,2,0.18,18.25,0.46,45.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,4,3,0.19,18.59,0.36,35.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,4,4,0.18,17.62,0.49,49.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,4,5,0.18,18.34,0.36,36.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,4,6,0.15,14.69,0.42,41.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,4,7,0.06,5.91,0.51,51.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,5,1,0.20,20.20,0.40,39.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,5,2,0.19,18.63,0.43,43.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,5,3,0.16,16.49,0.49,48.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,5,4,0.17,17.24,0.49,48.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,5,5,0.14,14.18,0.46,45.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,5,6,0.14,14.20,0.51,51.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,56,5,7,0.01,1.14,0.52,51.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,1,1,0.19,18.63,0.36,35.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,1,2,0.19,18.64,0.28,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,1,3,0.17,17.27,0.45,45.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,1,4,0.15,14.94,0.50,50.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,1,5,0.17,17.17,0.42,41.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,1,6,0.12,11.62,0.50,50.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,1,7,0.00,0.23,0.52,51.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,2,1,0.19,18.55,0.46,45.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,2,2,0.20,19.55,0.40,40.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,2,3,0.18,18.26,0.43,43.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,2,4,0.19,18.57,0.33,33.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,2,5,0.17,17.19,0.41,41.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,2,6,0.14,13.52,0.47,47.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,2,7,0.01,1.06,0.53,52.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,3,1,0.19,18.62,0.30,30.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/15,57,3,2,0.18,18.35,0.45,44.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
