Date,Sensor01,Sensor02,Sensor03,Sensor04,Sensor05,Sensor06,Sensor07,Sensor08,Sensor09,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,Sensor26,Sensor27,Sensor28,Sensor29,Sensor30,Sensor31,Sensor32,Sensor33,Sensor34,Sensor35
2/25/15,0.17,0.18,0.16,0.15,0.14,0.09,0.04,0.18,0.19,0.17,0.16,0.17,0.12,0.05,0.18,0.17,0.17,0.18,0.14,0.12,0.05,0.18,0.18,0.18,0.16,0.18,0.12,0.03,0.2,0.18,0.16,0.17,0.13,0.06,0.01
2/26/15,0.18,0.18,0.17,0.15,0.14,0.1,0.04,0.18,0.2,0.17,0.17,0.17,0.13,0.05,0.18,0.18,0.17,0.18,0.14,0.12,0.05,0.18,0.18,0.18,0.16,0.18,0.13,0.03,0.2,0.18,0.16,0.16,0.13,0.08,0.02
2/27/15,0.17,0.18,0.17,0.15,0.14,0.09,0.04,0.18,0.2,0.18,0.17,0.17,0.13,0.05,0.18,0.18,0.17,0.18,0.14,0.12,0.05,0.18,0.18,0.18,0.16,0.18,0.13,0.03,0.2,0.18,0.16,0.17,0.13,0.1,0.02
2/28/15,0.17,0.18,0.17,0.15,0.13,0.09,0.04,0.18,0.2,0.17,0.17,0.17,0.13,0.05,0.18,0.18,0.17,0.18,0.14,0.12,0.05,0.18,0.19,0.18,0.16,0.18,0.11,0.03,0.2,0.18,0.16,0.17,0.12,0.09,0.02
3/1/15,0.16,0.18,0.16,0.15,0.11,0.08,0.03,0.18,0.2,0.16,0.17,0.18,0.12,0.05,0.18,0.17,0.17,0.18,0.14,0.12,0.05,0.18,0.18,0.18,0.15,0.18,0.09,0.03,0.2,0.18,0.16,0.17,0.12,0.08,0.02
3/2/15,0.16,0.18,0.16,0.15,0.12,0.09,0.03,0.18,0.2,0.17,0.17,0.17,0.12,0.04,0.18,0.17,0.17,0.18,0.14,0.12,0.05,0.18,0.18,0.18,0.16,0.18,0.09,0.03,0.2,0.18,0.16,0.17,0.12,0.07,0.01
3/3/15,0.16,0.18,0.16,0.15,0.12,0.08,0.03,0.18,0.19,0.16,0.17,0.16,0.12,0.04,0.18,0.17,0.17,0.18,0.14,0.11,0.05,0.18,0.18,0.18,0.16,0.18,0.08,0.02,0.2,0.18,0.16,0.18,0.12,0.07,0.01
3/4/15,0.15,0.18,0.16,0.15,0.11,0.07,0.02,0.18,0.2,0.15,0.17,0.17,0.12,0.03,0.18,0.17,0.17,0.18,0.14,0.12,0.05,0.18,0.18,0.18,0.15,0.18,0.07,0.02,0.2,0.18,0.16,0.18,0.1,0.06,0.01
3/5/15,0.16,0.18,0.16,0.15,0.12,0.08,0.03,0.18,0.2,0.17,0.17,0.18,0.13,0.04,0.18,0.17,0.17,0.17,0.15,0.12,0.05,0.18,0.18,0.18,0.16,0.18,0.1,0.02,0.2,0.18,0.16,0.17,0.12,0.06,0.01
3/6/15,0.17,0.18,0.16,0.15,0.13,0.1,0.04,0.18,0.2,0.17,0.17,0.17,0.13,0.05,0.18,0.18,0.17,0.17,0.15,0.12,0.05,0.18,0.18,0.18,0.16,0.18,0.11,0.04,0.2,0.18,0.16,0.16,0.12,0.08,0.02
3/7/15,0.17,0.18,0.16,0.15,0.13,0.1,0.04,0.18,0.2,0.17,0.17,0.17,0.13,0.05,0.18,0.18,0.17,0.17,0.14,0.12,0.05,0.18,0.18,0.18,0.16,0.18,0.12,0.03,0.2,0.18,0.16,0.17,0.13,0.12,0.03
3/8/15,0.17,0.18,0.17,0.16,0.13,0.1,0.04,0.18,0.2,0.17,0.17,0.17,0.13,0.05,0.18,0.18,0.17,0.17,0.15,0.12,0.05,0.18,0.18,0.18,0.16,0.18,0.12,0.03,0.2,0.18,0.16,0.18,0.13,0.12,0.03
3/9/15,0.17,0.18,0.16,0.15,0.1,0.09,0.03,0.18,0.19,0.16,0.17,0.16,0.12,0.04,0.18,0.18,0.17,0.17,0.14,0.11,0.05,0.18,0.18,0.18,0.16,0.17,0.09,0.03,0.2,0.18,0.16,0.16,0.11,0.1,0.02
3/10/15,0.16,0.17,0.16,0.15,0.09,0.08,0.03,0.18,0.19,0.16,0.16,0.16,0.12,0.04,0.18,0.17,0.17,0.17,0.13,0.11,0.05,0.18,0.18,0.18,0.15,0.17,0.08,0.02,0.2,0.18,0.16,0.16,0.11,0.07,0.01
3/11/15,0.16,0.18,0.16,0.15,0.11,0.07,0.02,0.18,0.2,0.16,0.16,0.17,0.12,0.03,0.18,0.17,0.17,0.17,0.15,0.12,0.05,0.18,0.19,0.18,0.15,0.18,0.07,0.02,0.2,0.18,0.16,0.17,0.11,0.06,0.01
3/12/15,0.15,0.18,0.16,0.14,0.1,0.06,0.02,0.18,0.2,0.15,0.15,0.17,0.12,0.03,0.18,0.17,0.17,0.17,0.14,0.12,0.05,0.18,0.19,0.18,0.14,0.17,0.07,0.02,0.2,0.18,0.15,0.17,0.1,0.05,0.01
3/13/15,0.15,0.18,0.16,0.15,0.12,0.08,0.02,0.18,0.2,0.16,0.15,0.17,0.13,0.03,0.18,0.18,0.17,0.17,0.14,0.12,0.04,0.18,0.18,0.18,0.15,0.18,0.09,0.01,0.2,0.18,0.16,0.17,0.11,0.07,0.01
3/14/15,0.16,0.18,0.16,0.14,0.1,0.07,0.02,0.18,0.2,0.16,0.15,0.17,0.13,0.02,0.18,0.17,0.17,0.17,0.14,0.12,0.04,0.18,0.18,0.18,0.15,0.18,0.08,0.01,0.2,0.18,0.16,0.16,0.11,0.07,0.01
3/15/15,0.16,0.17,0.16,0.15,0.12,0.07,0.02,0.18,0.19,0.17,0.16,0.16,0.12,0.02,0.18,0.18,0.17,0.17,0.14,0.11,0.04,0.18,0.18,0.18,0.16,0.17,0.1,0.01,0.2,0.18,0.16,0.16,0.12,0.1,0.02
3/16/15,0.17,0.17,0.16,0.15,0.11,0.07,0.02,0.18,0.19,0.16,0.16,0.16,0.12,0.02,0.18,0.17,0.17,0.17,0.13,0.11,0.04,0.18,0.18,0.18,0.16,0.18,0.09,0.01,0.2,0.18,0.16,0.18,0.13,0.09,0.01
3/17/15,0.17,0.17,0.16,0.15,0.12,0.07,0.02,0.18,0.2,0.17,0.16,0.15,0.12,0.05,0.18,0.17,0.17,0.17,0.15,0.11,0.04,0.18,0.18,0.17,0.16,0.18,0.1,0.02,0.2,0.18,0.16,0.17,0.12,0.07,0.02
3/18/15,0.17,0.17,0.17,0.15,0.14,0.08,0,0.18,0.2,0.17,0.16,0.13,0.12,0.08,0.18,0.18,0.17,0.17,0.17,0.12,0.04,0.18,0.18,0.16,0.16,0.17,0.12,0.03,0.2,0.18,0.16,0.17,0.12,0.09,0.02
3/19/15,0.17,0.17,0.17,0.16,0.13,0.08,0.04,0.18,0.2,0.17,0.16,0.13,0.13,0.09,0.18,0.18,0.17,0.17,0.16,0.12,0.06,0.18,0.18,0.16,0.16,0.17,0.12,0.03,0.2,0.18,0.16,0.17,0.12,0.09,0.02
3/20/15,0.17,0.17,0.17,0.18,0.14,0.09,0.03,0.18,0.2,0.17,0.17,0.14,0.13,0.1,0.18,0.18,0.17,0.17,0.17,0.12,0.06,0.18,0.18,0.16,0.16,0.17,0.13,0.03,0.2,0.18,0.16,0.17,0.13,0.11,0.02
3/21/15,0.17,0.17,0.18,0.18,0.15,0.1,0,0.18,0.2,0.17,0.17,0.14,0.13,0.11,0.18,0.18,0.17,0.17,0.17,0.12,0.06,0.18,0.18,0.16,0.17,0.17,0.14,0.04,0.2,0.18,0.16,0.17,0.13,0.12,0.03
3/22/15,0.18,0.17,0.18,0.18,0.15,0.1,0,0.18,0.2,0.17,0.17,0.14,0.13,0.11,0.18,0.18,0.17,0.17,0.17,0.12,0.06,0.18,0.18,0.16,0.17,0.17,0.15,0.04,0.2,0.18,0.17,0.17,0.14,0.12,0.05
3/23/15,0.18,0.17,0.18,0.18,0.15,0.1,0,0.18,0.2,0.17,0.17,0.14,0.13,0.11,0.18,0.18,0.17,0.17,0.17,0.12,0.06,0.18,0.18,0.16,0.17,0.18,0.15,0.04,0.2,0.18,0.17,0.17,0.14,0.12,0.04
3/24/15,0.19,0.17,0.18,0.18,0.15,0.1,0,0.18,0.2,0.17,0.17,0.14,0.14,0.12,0.18,0.18,0.17,0.17,0.17,0.12,0.06,0.19,0.18,0.16,0.17,0.18,0.15,0.04,0.2,0.18,0.17,0.17,0.14,0.12,0.06
3/25/15,0.18,0.18,0.18,0.17,0.16,0.11,0,0.19,0.2,0.18,0.18,0.14,0.14,0.11,0.19,0.18,0.18,0.17,0.17,0.13,0.06,0.19,0.19,0.17,0.18,0.18,0.16,0.04,0.2,0.19,0.17,0.17,0.15,0.13,0.07
3/26/15,0.18,0.18,0.19,0.18,0.16,0.11,0,0.19,0.21,0.18,0.18,0.15,0.15,0.11,0.19,0.19,0.18,0.18,0.18,0.13,0.06,0.19,0.19,0.17,0.18,0.18,0.16,0.04,0.2,0.19,0.17,0.17,0.15,0.15,0.09
3/27/15,0.18,0.18,0.19,0.18,0.15,0.12,0.01,0.19,0.21,0.18,0.18,0.15,0.15,0.11,0.19,0.19,0.18,0.18,0.18,0.13,0.07,0.19,0.19,0.17,0.18,0.18,0.16,0.04,0.2,0.19,0.17,0.17,0.15,0.14,0.09
3/28/15,0.18,0.18,0.19,0.18,0.15,0.11,0.01,0.19,0.21,0.18,0.18,0.15,0.15,0.12,0.19,0.19,0.18,0.18,0.18,0.13,0.07,0.19,0.19,0.17,0.18,0.18,0.16,0.04,0.2,0.19,0.17,0.18,0.15,0.12,0.09
3/29/15,0.19,0.18,0.19,0.17,0.16,0.12,0.02,0.19,0.21,0.18,0.18,0.15,0.15,0.11,0.19,0.19,0.18,0.18,0.18,0.13,0.07,0.19,0.19,0.17,0.18,0.18,0.17,0.04,0.2,0.19,0.17,0.18,0.15,0.14,0.09
3/30/15,0.19,0.18,0.19,0.18,0.16,0.13,0.02,0.19,0.21,0.18,0.19,0.15,0.16,0.11,0.19,0.19,0.18,0.18,0.18,0.13,0.07,0.19,0.19,0.17,0.18,0.18,0.17,0.05,0.2,0.19,0.17,0.18,0.16,0.16,0.09
3/31/15,0.19,0.19,0.19,0.18,0.17,0.13,0.02,0.19,0.21,0.18,0.19,0.15,0.16,0.1,0.19,0.19,0.18,0.18,0.18,0.14,0.07,0.19,0.19,0.17,0.18,0.18,0.17,0.05,0.2,0.19,0.18,0.18,0.16,0.16,0.1
4/1/15,0.19,0.19,0.19,0.18,0.17,0.14,0.02,0.19,0.21,0.19,0.19,0.15,0.17,0.11,0.19,0.19,0.18,0.18,0.18,0.14,0.07,0.19,0.19,0.17,0.19,0.18,0.17,0.05,0.2,0.19,0.18,0.18,0.16,0.16,0.11
4/2/15,0.19,0.19,0.19,0.18,0.16,0.13,0.02,0.19,0.21,0.18,0.19,0.15,0.16,0.11,0.19,0.19,0.18,0.18,0.18,0.13,0.07,0.19,0.19,0.17,0.18,0.18,0.16,0.04,0.2,0.19,0.17,0.18,0.16,0.15,0.1
4/3/15,0.19,0.18,0.19,0.18,0.15,0.11,0.01,0.18,0.21,0.18,0.18,0.14,0.14,0.1,0.19,0.18,0.18,0.18,0.17,0.13,0.06,0.19,0.19,0.17,0.18,0.18,0.15,0.04,0.2,0.18,0.17,0.18,0.15,0.11,0.08
4/4/15,0.19,0.18,0.19,0.17,0.15,0.11,0.01,0.19,0.2,0.18,0.18,0.14,0.14,0.11,0.18,0.18,0.18,0.18,0.17,0.13,0.06,0.19,0.19,0.16,0.18,0.18,0.15,0.04,0.2,0.18,0.17,0.18,0.15,0.12,0.08
4/5/15,0.19,0.18,0.18,0.18,0.15,0.1,0.01,0.18,0.2,0.17,0.18,0.14,0.14,0.12,0.18,0.18,0.18,0.18,0.17,0.12,0.06,0.19,0.19,0.16,0.18,0.18,0.14,0.04,0.2,0.18,0.17,0.18,0.14,0.1,0.07
4/6/15,0.18,0.17,0.18,0.17,0.13,0.09,0.01,0.18,0.2,0.17,0.18,0.14,0.13,0.11,0.18,0.18,0.17,0.18,0.16,0.12,0.06,0.19,0.18,0.16,0.17,0.17,0.13,0.03,0.2,0.18,0.17,0.17,0.13,0.07,0.05
4/7/15,0.18,0.18,0.18,0.17,0.14,0.09,0.01,0.18,0.2,0.17,0.18,0.14,0.13,0.11,0.18,0.18,0.17,0.18,0.17,0.12,0.06,0.19,0.18,0.16,0.16,0.17,0.14,0.03,0.2,0.18,0.17,0.17,0.14,0.08,0.06
4/8/15,0.18,0.17,0.18,0.17,0.13,0.09,0.01,0.18,0.2,0.17,0.18,0.14,0.13,0.1,0.18,0.18,0.17,0.17,0.17,0.12,0.06,0.19,0.18,0.16,0.16,0.17,0.13,0.03,0.2,0.18,0.16,0.17,0.13,0.06,0.04
4/9/15,0.18,0.18,0.18,0.17,0.14,0.09,0.01,0.18,0.2,0.17,0.18,0.14,0.14,0.1,0.18,0.18,0.17,0.17,0.17,0.12,0.05,0.19,0.19,0.16,0.16,0.18,0.14,0.04,0.2,0.18,0.17,0.17,0.14,0.09,0.06
4/10/15,0.19,0.17,0.18,0.16,0.13,0.09,0.01,0.18,0.2,0.17,0.18,0.14,0.13,0.11,0.18,0.18,0.17,0.17,0.16,0.12,0.06,0.19,0.18,0.16,0.16,0.17,0.13,0.03,0.2,0.18,0.16,0.17,0.13,0.09,0.06
4/11/15,0.18,0.16,0.18,0.16,0.12,0.08,0.01,0.18,0.2,0.17,0.18,0.13,0.13,0.12,0.18,0.18,0.17,0.18,0.16,0.12,0.06,0.18,0.18,0.16,0.16,0.17,0.12,0.03,0.2,0.18,0.16,0.17,0.13,0.06,0.04
4/12/15,0.19,0.16,0.18,0.16,0.13,0.08,0.01,0.18,0.2,0.17,0.18,0.13,0.13,0.12,0.18,0.18,0.17,0.17,0.16,0.12,0.06,0.18,0.18,0.16,0.16,0.17,0.12,0.03,0.2,0.18,0.16,0.17,0.13,0.07,0.05
4/13/15,0.18,0.16,0.18,0.16,0.13,0.09,0.01,0.18,0.2,0.17,0.18,0.14,0.13,0.12,0.18,0.18,0.17,0.17,0.17,0.12,0.06,0.19,0.18,0.16,0.16,0.17,0.13,0.03,0.2,0.18,0.16,0.17,0.14,0.09,0.06
4/14/15,0.18,0.14,0.17,0.15,0.11,0.08,0.01,0.18,0.2,0.16,0.18,0.13,0.12,0.12,0.18,0.18,0.17,0.17,0.16,0.11,0.06,0.18,0.18,0.16,0.15,0.17,0.11,0.03,0.2,0.18,0.16,0.17,0.12,0.09,0.06
4/15/15,0.18,0.15,0.17,0.15,0.11,0.07,0.01,0.18,0.2,0.16,0.17,0.13,0.12,0.12,0.18,0.18,0.17,0.17,0.17,0.12,0.06,0.18,0.18,0.16,0.15,0.17,0.12,0.03,0.2,0.18,0.16,0.17,0.13,0.07,0.05
4/16/15,0.18,0.16,0.18,0.15,0.14,0.09,0.01,0.18,0.2,0.17,0.17,0.14,0.13,0.12,0.18,0.18,0.17,0.17,0.17,0.12,0.06,0.19,0.18,0.17,0.16,0.17,0.14,0.03,0.2,0.19,0.16,0.17,0.14,0.08,0.06
4/17/15,0.18,0.16,0.17,0.14,0.12,0.08,0.01,0.18,0.2,0.17,0.18,0.13,0.13,0.12,0.18,0.18,0.17,0.17,0.16,0.12,0.06,0.18,0.18,0.17,0.16,0.17,0.12,0.03,0.2,0.18,0.16,0.17,0.13,0.1,0.07
4/18/15,0.18,0.15,0.17,0.13,0.1,0.07,0.01,0.18,0.2,0.16,0.17,0.13,0.12,0.11,0.18,0.18,0.17,0.17,0.16,0.12,0.05,0.18,0.18,0.16,0.15,0.17,0.11,0.03,0.2,0.18,0.16,0.17,0.12,0.08,0.06
4/19/15,0.18,0.17,0.17,0.13,0.13,0.09,0.01,0.18,0.2,0.17,0.17,0.14,0.13,0.12,0.18,0.18,0.17,0.17,0.17,0.12,0.06,0.18,0.18,0.17,0.16,0.17,0.13,0.03,0.2,0.18,0.16,0.17,0.13,0.09,0.06
4/20/15,0.18,0.17,0.18,0.13,0.14,0.1,0.01,0.18,0.2,0.17,0.18,0.14,0.13,0.12,0.18,0.18,0.17,0.17,0.17,0.12,0.06,0.19,0.18,0.17,0.16,0.17,0.14,0.04,0.2,0.18,0.17,0.17,0.14,0.12,0.08
4/21/15,0.19,0.18,0.18,0.15,0.15,0.11,0.01,0.18,0.2,0.18,0.18,0.14,0.14,0.11,0.18,0.18,0.17,0.17,0.17,0.12,0.06,0.19,0.19,0.17,0.17,0.17,0.15,0.04,0.2,0.18,0.17,0.17,0.15,0.14,0.1
4/22/15,0.19,0.18,0.18,0.16,0.16,0.11,0.01,0.18,0.2,0.18,0.18,0.14,0.14,0.11,0.18,0.19,0.18,0.18,0.17,0.12,0.06,0.19,0.19,0.17,0.17,0.18,0.15,0.04,0.2,0.18,0.17,0.18,0.16,0.15,0.11
4/24/15,0.19,0.18,0.19,0.17,0.16,0.12,0.08,0.18,0.21,0.18,0.18,0.14,0.16,0.11,0.19,0.19,0.17,0.18,0.18,0.13,0.09,0.19,0.19,0.17,0.17,0.18,0.16,0.16,0.2,0.18,0.17,0.17,0.15,0.16,0.12
4/25/15,0.19,0.19,0.19,0.18,0.17,0.13,0.09,0.19,0.21,0.18,0.18,0.15,0.16,0.11,0.19,0.19,0.18,0.18,0.18,0.13,0.09,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.2,0.18,0.18,0.18,0.16,0.16,0.13
4/26/15,0.19,0.19,0.19,0.18,0.17,0.14,0.1,0.19,0.21,0.18,0.19,0.15,0.16,0.11,0.19,0.19,0.18,0.18,0.18,0.13,0.1,0.19,0.19,0.18,0.18,0.18,0.17,0.16,0.2,0.19,0.18,0.18,0.17,0.16,0.14
4/27/15,0.19,0.19,0.19,0.18,0.17,0.15,0.11,0.19,0.21,0.19,0.19,0.15,0.17,0.11,0.19,0.19,0.18,0.18,0.18,0.14,0.1,0.19,0.19,0.18,0.18,0.18,0.17,0.16,0.2,0.19,0.18,0.18,0.17,0.16,0.14
4/28/15,0.19,0.19,0.19,0.18,0.17,0.16,0.12,0.18,0.21,0.19,0.19,0.16,0.17,0.11,0.19,0.19,0.18,0.18,0.19,0.14,0.11,0.19,0.19,0.18,0.18,0.18,0.17,0.16,0.2,0.19,0.18,0.18,0.17,0.16,0.15
4/29/15,0.19,0.19,0.19,0.18,0.17,0.16,0.14,0.19,0.21,0.19,0.19,0.16,0.18,0.11,0.19,0.19,0.18,0.18,0.19,0.14,0.11,0.19,0.19,0.18,0.18,0.18,0.17,0.16,0.2,0.19,0.18,0.18,0.17,0.16,0.15
4/30/15,0.19,0.19,0.19,0.18,0.17,0.16,0.16,0.19,0.21,0.19,0.19,0.16,0.18,0.12,0.19,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.2,0.19,0.18,0.18,0.17,0.16,0.15
5/1/15,0.19,0.19,0.19,0.19,0.18,0.17,0.16,0.19,0.21,0.19,0.19,0.17,0.18,0.12,0.19,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.2,0.19,0.18,0.18,0.18,0.16,0.15
5/2/15,0.19,0.19,0.19,0.19,0.18,0.17,0.15,0.19,0.21,0.19,0.19,0.16,0.18,0.12,0.19,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.2,0.19,0.18,0.18,0.17,0.16,0.15
5/3/15,0.19,0.19,0.19,0.19,0.18,0.17,0.16,0.19,0.21,0.19,0.19,0.16,0.18,0.12,0.19,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.2,0.19,0.18,0.18,0.18,0.16,0.15
5/4/15,0.19,0.19,0.19,0.19,0.18,0.17,0.16,0.19,0.21,0.19,0.19,0.16,0.18,0.12,0.19,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.2,0.19,0.18,0.18,0.18,0.17,0.15
5/5/15,0.19,0.2,0.2,0.19,0.18,0.18,0.16,0.19,0.21,0.19,0.19,0.17,0.19,0.12,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.2,0.19,0.18,0.19,0.18,0.17,0.15
5/6/15,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.19,0.21,0.19,0.19,0.17,0.19,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.2,0.19,0.18,0.19,0.18,0.17,0.15
5/7/15,0.19,0.2,0.2,0.19,0.18,0.18,0.16,0.19,0.21,0.19,0.19,0.17,0.19,0.12,0.19,0.2,0.18,0.19,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.2,0.19,0.18,0.19,0.18,0.17,0.15
5/8/15,0.19,0.2,0.2,0.19,0.18,0.18,0.16,0.19,0.21,0.19,0.19,0.17,0.19,0.12,0.19,0.2,0.18,0.19,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.2,0.19,0.18,0.19,0.18,0.17,0.15
5/9/15,0.19,0.2,0.2,0.19,0.18,0.18,0.17,0.19,0.21,0.19,0.19,0.17,0.19,0.12,0.19,0.2,0.18,0.19,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.19,0.18,0.17,0.15
5/10/15,0.19,0.2,0.19,0.19,0.18,0.18,0.18,0.19,0.21,0.19,0.19,0.17,0.19,0.12,0.19,0.2,0.18,0.19,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.19,0.18,0.17,0.15
5/11/15,0.19,0.19,0.19,0.19,0.18,0.18,0.19,0.19,0.21,0.19,0.19,0.17,0.19,0.11,0.19,0.2,0.18,0.19,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.2,0.19,0.18,0.19,0.18,0.17,0.15
5/12/15,0.19,0.2,0.2,0.19,0.18,0.18,0.19,0.19,0.21,0.19,0.19,0.17,0.19,0.11,0.19,0.2,0.18,0.19,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.2,0.19,0.18,0.19,0.18,0.17,0.15
5/13/15,0.19,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.21,0.19,0.19,0.17,0.19,0.12,0.19,0.2,0.18,0.19,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.2,0.19,0.18,0.19,0.18,0.17,0.15
5/14/15,0.19,0.2,0.19,0.19,0.18,0.18,0.19,0.19,0.21,0.19,0.19,0.17,0.19,0.12,0.19,0.2,0.18,0.19,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.2,0.19,0.18,0.19,0.18,0.17,0.15
5/15/15,0.19,0.2,0.19,0.19,0.18,0.18,0.18,0.19,0.21,0.19,0.19,0.17,0.19,0.13,0.19,0.2,0.18,0.19,0.19,0.14,0.14,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.2,0.19,0.18,0.19,0.18,0.17,0.15
5/16/15,0.19,0.19,0.2,0.19,0.18,0.18,0.18,0.19,0.21,0.19,0.19,0.17,0.19,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.14,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.2,0.19,0.18,0.19,0.18,0.17,0.15
5/17/15,0.19,0.19,0.2,0.19,0.18,0.18,0.18,0.19,0.21,0.19,0.19,0.17,0.19,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.14,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.2,0.19,0.18,0.19,0.18,0.17,0.15
5/20/15,0.19,0.19,0.19,0.18,0.17,0.16,0.18,0.18,0.21,0.19,0.19,0.16,0.18,0.12,0.19,0.2,0.18,0.18,0.18,0.14,0.13,0.19,0.19,0.18,0.18,0.18,0.17,0.15,0.2,0.18,0.18,0.18,0.17,0.16,0.15
5/21/15,0.19,0.19,0.19,0.19,0.18,0.16,0.17,0.19,0.21,0.19,0.19,0.16,0.18,0.12,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.18,0.18,0.15,0.2,0.19,0.18,0.18,0.18,0.16,0.15
5/22/15,0.19,0.19,0.19,0.19,0.18,0.17,0.16,0.19,0.21,0.19,0.19,0.17,0.18,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.18,0.18,0.14,0.2,0.19,0.18,0.18,0.18,0.16,0.15
5/23/15,0.19,0.19,0.19,0.19,0.18,0.17,0.16,0.19,0.21,0.19,0.19,0.17,0.18,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.18,0.18,0.14,0.2,0.19,0.18,0.18,0.18,0.17,0.15
5/24/15,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.19,0.21,0.19,0.19,0.17,0.19,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.18,0.18,0.13,0.2,0.19,0.18,0.18,0.18,0.17,0.16
5/25/15,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.19,0.21,0.19,0.19,0.17,0.19,0.12,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.2,0.19,0.18,0.18,0.18,0.17,0.16
5/26/15,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.19,0.21,0.19,0.19,0.17,0.19,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.2,0.18,0.18,0.18,0.18,0.16,0.16
5/27/15,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.19,0.21,0.19,0.19,0.17,0.19,0.14,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.16,0.16
5/28/15,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.19,0.21,0.19,0.19,0.17,0.19,0.14,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.18,0.18,0.18,0.16,0.2,0.18,0.18,0.18,0.18,0.17,0.16
5/29/15,0.19,0.19,0.19,0.19,0.18,0.18,0.15,0.19,0.21,0.19,0.19,0.17,0.19,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.13,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.17,0.16
5/30/15,0.19,0.19,0.19,0.19,0.18,0.17,0.15,0.19,0.21,0.19,0.19,0.17,0.18,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.2,0.18,0.18,0.18,0.18,0.16,0.15
5/31/15,0.19,0.19,0.19,0.19,0.17,0.17,0.14,0.19,0.21,0.19,0.19,0.16,0.18,0.13,0.19,0.2,0.18,0.18,0.19,0.14,0.12,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.17,0.15
6/1/15,0.19,0.19,0.19,0.19,0.17,0.17,0.13,0.19,0.21,0.19,0.19,0.16,0.18,0.13,0.19,0.2,0.18,0.18,0.18,0.14,0.12,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.16,0.15
