Date_Time,VWC_19_Avg,T_19_Avg,VWC_20_Avg,T_20_Avg
3/4/17 23:00,0.235,20.47,0.237,20.53
3/5/17 0:00,0.235,20.36,0.237,20.4
3/5/17 1:00,0.234,20.4,0.237,20.43
3/5/17 2:00,0.234,20.37,0.237,20.42
3/5/17 3:00,0.233,20.33,0.237,20.39
3/5/17 4:00,0.233,20.27,0.237,20.34
3/5/17 5:00,0.233,20.24,0.237,20.32
3/5/17 6:00,0.233,20.23,0.237,20.3
3/5/17 7:00,0.232,20.27,0.237,20.34
3/5/17 8:00,0.232,20.26,0.237,20.36
3/5/17 9:00,0.231,20.3,0.237,20.42
3/5/17 10:00,0.23,20.72,0.237,20.87
3/5/17 11:00,0.228,21.05,0.237,21.27
3/5/17 12:00,0.226,21.52,0.237,22.6
3/5/17 13:00,0.224,22.2,0.236,22.36
3/5/17 14:00,0.221,21.84,0.236,22.03
3/5/17 15:00,0.219,21.88,0.236,22.1
3/5/17 16:00,0.217,21.82,0.235,22.06
3/5/17 17:00,0.215,21.49,0.235,21.68
3/5/17 18:00,0.219,21.14,0.235,21.37
3/5/17 19:00,0.24,20.45,0.235,20.74
3/5/17 20:00,0.264,20.26,0.236,20.48
3/5/17 21:00,0.276,20.12,0.236,20.29
3/5/17 22:00,0.307,19.93,0.237,20.19
3/5/17 23:00,0.322,19.75,0.238,20
3/6/17 0:00,0.321,19.76,0.238,19.95
3/6/17 1:00,0.329,19.8,0.239,19.98
3/6/17 2:00,0.326,19.92,0.239,20.07
3/6/17 3:00,0.334,19.76,0.239,20
3/6/17 4:00,0.354,19.54,0.239,19.81
3/6/17 5:00,0.367,19.65,0.239,19.89
3/6/17 6:00,0.363,19.64,0.239,19.86
3/6/17 7:00,0.36,19.68,0.239,19.86
3/6/17 8:00,0.368,19.72,0.239,19.89
3/6/17 9:00,0.373,19.83,0.239,19.99
3/6/17 10:00,0.371,19.88,0.239,20.04
3/6/17 11:00,0.371,19.95,0.239,20.11
3/6/17 12:00,0.377,19.99,0.239,20.15
3/6/17 13:00,0.379,20.06,0.239,20.2
3/6/17 14:00,0.383,20,0.239,20.15
3/6/17 15:00,0.381,19.9,0.239,20.03
3/6/17 16:00,0.383,19.83,0.239,19.96
3/6/17 17:00,0.384,19.73,0.239,19.87
3/6/17 18:00,0.39,19.54,0.239,19.72
3/6/17 19:00,0.395,19.4,0.24,19.62
3/6/17 20:00,0.399,19.38,0.24,19.59
3/6/17 21:00,0.403,19.15,0.24,19.39
3/6/17 22:00,0.403,19.15,0.241,19.39
3/6/17 23:00,0.403,19.12,0.241,19.35
3/7/17 0:00,0.407,19.04,0.241,19.28
3/7/17 1:00,0.412,19.01,0.242,19.27
3/7/17 2:00,0.408,18.99,0.242,19.23
3/7/17 3:00,0.402,18.92,0.242,19.15
3/7/17 4:00,0.398,18.91,0.242,19.13
3/7/17 5:00,0.408,18.89,0.242,19.11
3/7/17 6:00,0.416,18.89,0.243,19.13
3/7/17 7:00,0.415,18.92,0.243,19.14
3/7/17 8:00,0.421,18.84,0.243,19.1
3/7/17 9:00,0.421,18.99,0.243,19.21
3/7/17 10:00,0.421,19.1,0.243,19.33
3/7/17 11:00,0.421,19.17,0.244,19.38
3/7/17 12:00,0.422,19.26,0.244,19.47
3/7/17 13:00,0.427,19.21,0.246,19.44
3/7/17 14:00,0.423,19.24,0.245,19.45
3/7/17 15:00,0.426,19.29,0.246,19.49
3/7/17 16:00,0.426,19.21,0.247,19.42
3/7/17 17:00,0.428,19.04,0.248,19.26
3/7/17 18:00,0.427,18.94,0.248,19.14
3/7/17 19:00,0.427,18.82,0.248,19.04
3/7/17 20:00,0.427,18.68,0.249,18.93
3/7/17 21:00,0.426,18.55,0.248,18.79
3/7/17 22:00,0.429,18.51,0.248,18.76
3/7/17 23:00,0.426,18.46,0.249,18.7
3/8/17 0:00,0.421,18.46,0.249,18.68
3/8/17 1:00,0.416,18.42,0.25,18.62
3/8/17 2:00,0.412,18.43,0.25,18.6
3/8/17 3:00,0.408,18.34,0.25,18.53
3/8/17 4:00,0.406,18.32,0.25,18.46
3/8/17 5:00,0.404,18.43,0.251,18.53
3/8/17 6:00,0.403,18.4,0.251,18.5
3/8/17 7:00,0.402,18.23,0.251,18.39
3/8/17 8:00,0.4,18.4,0.251,18.56
3/8/17 9:00,0.4,18.61,0.251,18.76
3/8/17 10:00,0.414,18.5,0.251,18.74
3/8/17 11:00,0.415,18.77,0.251,18.98
3/8/17 12:00,0.412,19.1,0.251,20.05
3/8/17 13:00,0.409,19.65,0.251,19.98
3/8/17 14:00,0.406,19.75,0.251,19.99
3/8/17 15:00,0.402,19.82,0.251,20.04
3/8/17 16:00,0.399,19.82,0.251,20.05
3/8/17 17:00,0.396,19.68,0.251,19.89
3/8/17 18:00,0.393,19.52,0.251,19.72
3/8/17 19:00,0.391,19.32,0.251,19.52
3/8/17 20:00,0.39,19.2,0.251,19.38
3/8/17 21:00,0.389,19.13,0.251,19.3
3/8/17 22:00,0.398,18.87,0.251,19.13
3/8/17 23:00,0.403,18.82,0.252,19.05
3/9/17 0:00,0.405,18.89,0.253,19.07
3/9/17 1:00,0.405,18.91,0.253,19.11
3/9/17 2:00,0.404,18.85,0.253,19.03
3/9/17 3:00,0.403,18.93,0.253,19.09
3/9/17 4:00,0.402,19.01,0.253,19.17
3/9/17 5:00,0.411,18.93,0.253,19.13
3/9/17 6:00,0.419,18.69,0.253,18.89
3/9/17 7:00,0.415,18.58,0.253,18.73
3/9/17 8:00,0.413,18.83,0.253,18.97
3/9/17 9:00,0.411,19.15,0.254,19.29
3/9/17 10:00,0.41,19.36,0.253,19.51
3/9/17 11:00,0.411,19.63,0.253,19.78
3/9/17 12:00,0.42,19.92,0.254,20.13
3/9/17 13:00,0.421,20.19,0.254,20.41
3/9/17 14:00,0.418,20.41,0.254,20.64
3/9/17 15:00,0.422,20.41,0.254,20.59
3/9/17 16:00,0.42,20.49,0.254,20.66
3/9/17 17:00,0.418,20.41,0.254,20.59
3/9/17 18:00,0.418,20.27,0.255,20.41
3/9/17 19:00,0.421,20.16,0.255,20.28
3/9/17 20:00,0.424,19.93,0.255,20.04
3/9/17 21:00,0.424,19.93,0.255,20.02
3/9/17 22:00,0.424,19.95,0.255,20.05
3/9/17 23:00,0.424,19.85,0.256,19.97
3/10/17 0:00,0.432,19.83,0.256,19.94
3/10/17 1:00,0.43,19.81,0.256,19.9
3/10/17 2:00,0.425,19.75,0.256,19.84
3/10/17 3:00,0.422,19.72,0.256,19.8
3/10/17 4:00,0.428,19.7,0.256,19.81
3/10/17 5:00,0.43,19.63,0.256,19.74
3/10/17 6:00,0.426,19.6,0.256,19.69
3/10/17 7:00,0.423,19.62,0.256,19.72
3/10/17 8:00,0.421,19.6,0.256,19.7
3/10/17 9:00,0.419,19.85,0.256,19.96
3/10/17 10:00,0.42,20.07,0.257,20.19
3/10/17 11:00,0.427,20.31,0.257,20.46
3/10/17 12:00,0.425,20.4,0.257,20.82
3/10/17 13:00,0.422,20.47,0.257,20.7
3/10/17 14:00,0.419,20.45,0.257,20.57
3/10/17 15:00,0.416,20.73,0.257,20.84
3/10/17 16:00,0.413,20.95,0.256,21.07
3/10/17 17:00,0.411,20.84,0.256,20.97
3/10/17 18:00,0.408,20.79,0.256,20.9
3/10/17 19:00,0.406,20.52,0.256,20.61
3/10/17 20:00,0.405,20.22,0.256,20.33
3/10/17 21:00,0.404,20.13,0.256,20.24
3/10/17 22:00,0.403,20.08,0.256,20.19
3/10/17 23:00,0.402,19.99,0.256,20.08
3/11/17 0:00,0.401,19.83,0.256,19.92
3/11/17 1:00,0.4,19.74,0.256,19.85
3/11/17 2:00,0.399,19.68,0.257,19.79
3/11/17 3:00,0.399,19.67,0.257,19.78
3/11/17 4:00,0.398,19.62,0.257,19.73
3/11/17 5:00,0.397,19.67,0.257,19.75
3/11/17 6:00,0.397,19.75,0.257,19.84
3/11/17 7:00,0.396,19.73,0.257,19.82
3/11/17 8:00,0.395,19.73,0.257,19.84
3/11/17 9:00,0.394,19.91,0.257,20.02
3/11/17 10:00,0.393,20.46,0.257,20.55
3/11/17 11:00,0.39,21.16,0.257,21.24
3/11/17 12:00,0.387,21.78,0.257,22.47
3/11/17 13:00,0.384,22.3,0.256,22.67
3/11/17 14:00,0.38,22.54,0.256,22.83
3/11/17 15:00,0.376,22.74,0.256,22.97
3/11/17 16:00,0.373,22.73,0.255,22.93
3/11/17 17:00,0.37,22.5,0.255,22.67
3/11/17 18:00,0.367,22.18,0.254,22.31
3/11/17 19:00,0.366,21.73,0.254,21.85
3/11/17 20:00,0.365,21.32,0.254,21.43
3/11/17 21:00,0.363,21.23,0.255,21.33
3/11/17 22:00,0.363,21.11,0.255,21.21
3/11/17 23:00,0.363,20.82,0.255,20.91
3/12/17 0:00,0.363,20.69,0.255,20.77
3/12/17 1:00,0.362,20.56,0.255,20.65
3/12/17 2:00,0.361,20.44,0.255,20.53
3/12/17 3:00,0.361,20.35,0.255,20.44
3/12/17 4:00,0.36,20.23,0.255,20.32
3/12/17 5:00,0.36,20.2,0.255,20.3
3/12/17 6:00,0.36,20.37,0.256,20.45
3/12/17 7:00,0.359,20.4,0.256,20.47
3/12/17 8:00,0.359,20.46,0.256,20.54
3/12/17 9:00,0.358,20.6,0.256,20.67
3/12/17 10:00,0.358,20.94,0.256,21.01
3/12/17 11:00,0.356,21.51,0.256,21.56
3/12/17 12:00,0.354,22.16,0.256,22.61
3/12/17 13:00,0.352,22.49,0.255,22.8
3/12/17 14:00,0.35,22.7,0.254,22.97
3/12/17 15:00,0.347,22.82,0.254,23.09
3/12/17 16:00,0.344,22.78,0.254,22.99
3/12/17 17:00,0.341,22.54,0.254,22.7
3/12/17 18:00,0.339,22.2,0.253,22.3
3/12/17 19:00,0.337,21.75,0.253,21.85
3/12/17 20:00,0.336,21.19,0.253,21.28
3/12/17 21:00,0.336,20.92,0.253,20.99
3/12/17 22:00,0.335,20.89,0.253,20.96
3/12/17 23:00,0.335,20.81,0.254,20.87
3/13/17 0:00,0.335,20.8,0.254,20.87
3/13/17 1:00,0.334,20.7,0.253,20.77
3/13/17 2:00,0.334,20.52,0.253,20.59
3/13/17 3:00,0.334,20.49,0.253,20.57
3/13/17 4:00,0.333,20.35,0.253,20.43
3/13/17 5:00,0.332,20.3,0.253,20.38
3/13/17 6:00,0.332,20.38,0.253,20.45
3/13/17 7:00,0.331,20.28,0.253,20.36
3/13/17 8:00,0.33,20.33,0.253,20.4
3/13/17 9:00,0.329,20.47,0.253,20.56
3/13/17 10:00,0.328,20.85,0.253,20.91
3/13/17 11:00,0.326,21.38,0.253,21.42
3/13/17 12:00,0.325,21.72,0.253,21.83
3/13/17 13:00,0.322,22.18,0.254,22.36
3/13/17 14:00,0.319,22.58,0.253,22.76
